occ1,hisco,lang,code1,code2,code3,code4,code5
Male commercial traveller boot shoe trade in Lancashire,43100,en,628.0,,,,
Male apprentice engineering woks in Essex,84120,en,1364.0,,,,
Male queens porter messenger in Westmorland,97110,en,,,,,
Male tobbaconist in Lincolnshire,41150,en,,,,,
Male magistrate for the derbyshire bureau in Derbyshire,2110,en,,,,,
Male agricultural machine proprietor a matt in Herefordshire,61400,en,,,,,
Male machinist in Berkshire,84190,en,1378.0,,,,
Male packer in London (Parts Of Middlesex,99999,en,1918.0,,,,
Male coal merchant in Nottinghamshire,41200,en,,,,,
Male boy boy secretary to a slate quarry secretary to water works in Merionethshire,32010,en,,,,,
Male umbrella maker in Hampshire,79400,en,1210.0,,,,
Male labourer at paper miller in Yorkshire North Riding,79990,en,1238.0,,,,
Female hotel waitress domestic servant in Montgomeryshire,53300,en,,,,,
Male seactton in London,99999,en,1918.0,,,,
Male labourer working on farm in Derbyshire,62110,en,777.0,,,,
Male joiner cabinet maker employing men in Lancashire,81220,en,1273.0,,,,
Male miller and inn keeper in Northumberland,77110,en,,,,,
Male publican cabinet maker in Cheshire,53200,en,676.0,,,,
Female monthly in London (Parts Of Middlesex,99999,en,1918.0,,,,
Female servant housekeeper in Worcestershire,54010,en,684.0,,,,
Female millinery trade school in London,79430,en,1212.0,,,,
Male porter in spitalfields maker in London,97110,en,,,,,
Male rly waggon maker in Staffordshire,85400,en,1440.0,,,,
Male farmer acres employing men and boys in Dorset,61110,en,764.0,,,,
Male formerly farm labr in Flintshire,62100,en,775.0,,,,
Male seamanmerchant in Durham,41190,en,,,,,
Male bricklayer in London (Parts Of Middlesex,82200,en,,,,,
Male farmer acres in Monmouthshire,61110,en,764.0,,,,
Male farmer of acres and joiner in Carnarvonshire,61110,en,764.0,,,,
Male p engineer in Shipping,21210,en,,,,,
Male retired major full pay r marine in Cheshire,1110,en,3.0,,,,
Male late land steward in Cambridgeshire,62010,en,,,,,
Male clerk marine insurance co in London,32010,en,,,,,
Female dressmaker in Worcestershire,79410,en,,,,,
Male hammarman tinman in Glamorganshire,83200,en,1311.0,,,,
Male dealer in stones in Devon,41200,en,,,,,
Male police servant in Staffordshire,58110,en,727.0,,,,
Male book binder employs boys women in Cheshire,92200,en,1632.0,,,,
Male apprentice iron founder in Cornwall,83110,en,1306.0,,,,
Male navy in Northumberland,98320,en,1884.0,,,,
Male apprentice coachmaker smiths in Yorkshire West Riding,84230,en,1383.0,,,,
Female worker iron of crew in Warwickshire,83190,en,1310.0,,,,
Male apprentice cabinet maker in Cumberland,99600,en,,,,,
Female omitted in no module in Cambridgeshire,99999,en,1918.0,,,,
Female milliner in Denbighshire,79430,en,1212.0,,,,
Male finisher of cloth bleach wks in Lancashire,75300,en,1026.0,,,,
Female dressmaker in Lancashire,79410,en,,,,,
Male operative carpenter joiner in Lancashire,81100,en,1266.0,,,,
Male cloth warehouse boy in Lancashire,75100,en,1009.0,,,,
Male woollen overlooker in a miller in Yorkshire West Riding,75010,en,,,,,
Male apprentice boiler makers labourer in Glamorganshire,99600,en,,,,,
Male shearer tinman in Carmarthenshire,83200,en,1311.0,,,,
Male shipwright in Lincolnshire,84310,en,,,,,
Male turkish merchant in Lancashire,41200,en,,,,,
Female gardener wife in Warwickshire,99999,en,1918.0,,,,
Male seaman mate in Kent (Extra London),98110,en,,,,,
Male draws sells coals in Staffordshire,45190,en,653.0,,,,
Male book sellers son in Worcestershire,45140,en,651.0,,,,
Female piano player in Derbyshire,17210,en,,,,,
Female farm acres labr in Cornwall,62110,en,777.0,,,,
Female wheelwright widow in Norfolk,84250,en,1387.0,,,,
Male land proprietor in Wiltshire,21020,en,,,,,
Male blacksmith empoling one son in Essex,83120,en,1307.0,,,,
Female dealer in Monmouthshire,45190,en,653.0,,,,
Female farm servant in London,62110,en,777.0,,,,
Female vest maker tj in Somerset,79200,en,1198.0,,,,
Male boy foundry in Staffordshire,73200,en,945.0,,,,
Male locomotive maker jyman in Lancashire,84110,en,1362.0,,,,
Female potato huckster in Glamorganshire,45190,en,653.0,,,,
Female farm of acres employ labourer in Dorset,61110,en,764.0,,,,
Female labourer wife in Carnarvonshire,55990,en,,,,,
Female milliners bodice maker in Yorkshire West Riding,79430,en,1212.0,,,,
Unknown seamstress in Islands In The British Seas,79420,en,1211.0,,,,
Male officer of customs in London,32010,en,,,,,
Male bricklayer in Hertfordshire,82200,en,,,,,
Male joiner and grocer in Northumberland,81220,en,1273.0,,,,
Female pott wheelwright turner in Derbyshire,99999,en,1918.0,,,,
Male artists lithographer in London (Parts Of Middlesex,16100,en,351.0,,,,
Male butcher servant in Merionethshire,78210,en,,,,,
Male deputy overman in a coal pit in Northumberland,71100,en,851.0,,,,
Male hairdresser in London,57210,en,,,,,
Female miller in Lancashire,77110,en,,,,,
Male goldsmith wire maker ont in Lancashire,88100,en,,,,,
Female farm sert dom in Cumberland,62100,en,775.0,,,,
Male apprentice shipbuilder in Durham,99600,en,,,,,
Male labourer in Hampshire,99900,en,1914.0,,,,
Male mine burner iron in Shropshire,71190,en,861.0,,,,
Male silk manufacture in Yorkshire West Riding,75190,en,1019.0,,,,
Male labourer carter out of employ in Lancashire,96210,en,,,,,
"Female leather bag maker draper in London (Parts Of Middlesex,",81290,en,1282.0,,,,
Female cotton halfliner piecer in Lancashire,75190,en,1019.0,,,,
Male packet book maker in London,92110,en,1623.0,,,,
Female theatrical cope de ballet in London,17390,en,390.0,,,,
Female kitchen maid domestic domestic servant in Nottinghamshire,55200,en,700.0,,,,
Female green grocer in shop in Kent (Extra London),41110,en,,,,,
Male navie in Oxfordshire,96210,en,,,,,
Male house furnisher in Derbyshire,45200,en,654.0,,,,
Male employed at ry wagon works in Leicestershire,85400,en,1440.0,,,,
Female retired domestic servant in Wiltshire,95110,en,,,,,
Male assistant corn dealer in London,45190,en,653.0,,,,
Male formerly an agricultural labourer in London,62110,en,777.0,,,,
Male journeyman baker in Oxfordshire,77210,en,,,,,
Male boy errand boy in Norfolk,97110,en,,,,,
Male unemployed tea trade in Middlesex (Extra London),99700,en,,,,,
Male farmer in Monmouthshire,61110,en,764.0,,,,
Male pork butcher shop in Northumberland,78210,en,,,,,
Male master cordwainer in Essex,81160,en,,,,,
Male farmer of acres employing man in Kent,61110,en,764.0,,,,
Male house servant in Warwickshire,95110,en,,,,,
Female shoemaker widow in Yorkshire West Riding,81160,en,,,,,
Female factory home in Lancashire,99999,en,1918.0,,,,
Female formerly a domestic cook in Carnarvonshire,53110,en,,,,,
Male merchant in Denbighshire,41190,en,,,,,
Female brick maker in Staffordshire,86300,en,,,,,
Male stone mason employing men in Staffordshire,93110,en,,,,,
Male farm an employ labourer boys in Warwickshire,61110,en,764.0,,,,
Male st miner axillary in Cornwall,71190,en,861.0,,,,
Female belter in Suffolk,99999,en,1918.0,,,,
Male wood stone carver mason in Cambridgeshire,82100,en,,,,,
Male commerce clerk dock labourer in Lancashire,39100,en,585.0,,,,
Female chiropodist in Lancashire,6300,en,197.0,,,,
Male winder in Durham,75190,en,1019.0,,,,
Male ginger beer man in Lancashire,77390,en,1122.0,,,,
Male late almswoman carpenter in Berkshire,81210,en,1272.0,,,,
Male magesbra in Lancashire,99999,en,1918.0,,,,
Male horseman on farm in Nottinghamshire,62110,en,777.0,,,,
Female governess private t in Gloucestershire,13200,en,297.0,,,,
Female housemaid in Devon,55200,en,700.0,,,,
Female domestic servant childs maid in Lancashire,95110,en,,,,,
Male clerk in meteorological office in London (Parts Of Middlesex,39100,en,585.0,,,,
Male retired surgeon major lst in London (Parts Of Middlesex,99800,en,,,,,
Male assistant clothes tailor in Denbighshire,79100,en,1193.0,,,,
Female shoringwife in London,99999,en,1918.0,,,,
Male levanter in Yorkshire West Riding,99999,en,1918.0,,,,
Male employed at ry wagon works in Leicestershire,84240,en,1385.0,,,,
Male assistant clerk in a law office in London (Parts Of Middlesex,39100,en,585.0,,,,
Male carries and gilder in London,85990,en,1465.0,,,,
Female machinist in Staffordshire,79300,en,1205.0,,,,
Male retired lacemaker proprietor in Nottinghamshire,99999,en,1918.0,,,,
Male journeyman maker apprentice in London,99990,en,,,,,
Male farmer of acres employing labourer and in Yorkshire West Riding,61110,en,764.0,,,,
Male journeyman boot and shoe maker in London,81160,en,,,,,
Male ordnary in Norfolk,99999,en,1918.0,,,,
Male retired watch maker registrar of births and deaths in Middlesex (Extra London),99800,en,,,,,
Male furnace man chemic works in Lancashire,79990,en,1238.0,,,,
Male gate keeper on railway in Essex,98290,en,1882.0,,,,
Male rector of pangbourne in Berkshire,14100,en,326.0,,,,
Male farming acres employing men and boys in Radnorshire,61110,en,764.0,,,,
Female pattern maker at w iron in Durham,73200,en,945.0,,,,
Male holder of acres employing labourer in Carmarthenshire,61110,en,764.0,,,,
Male soldier shoemaker in Surrey,1210,en,10.0,,,,
Male tob collector in Northumberland,32010,en,,,,,
Female formerly waitress in Cheshire,53300,en,,,,,
Male at work on the farm in Lincolnshire,62110,en,777.0,,,,
Male footman dom servant in Kent (Extra London),55900,en,,,,,
Male bookseller in Merionethshire,41170,en,,,,,
Male apprentice dyer in Northumberland,75190,en,1019.0,,,,
Male pianoforte maker in Durham,85200,en,1425.0,,,,
Female labourer works wife in London,99999,en,1918.0,,,,
Female house parlour maid domestic servant in Bedfordshire,55900,en,,,,,
Male ashphelter in Warwickshire,99999,en,1918.0,,,,
Male boy farmer acres laborers in Staffordshire,61110,en,764.0,,,,
Female acting as servant in Northumberland,55900,en,,,,,
Male formerly groom in Surrey,62320,en,788.0,,,,
Female labouring woman in Cumberland,99900,en,1914.0,,,,
Male corn dealer out of business in London,45190,en,653.0,,,,
Female proprietress of house in Staffordshire,21020,en,,,,,
Male carriage trimmer in Middlesex,84230,en,1383.0,,,,
Male apprentice brass founder in London,83290,en,1317.0,,,,
Male army hospital corporal corps in Pembrokeshire,5500,en,,,,,
Male labourer in ry works in Cheshire,96210,en,,,,,
Female maker up of prints in Cheshire,79990,en,1238.0,,,,
Female ministers wife in Montgomeryshire,99999,en,1918.0,,,,
Male butcher inn keeper in Worcestershire,78210,en,,,,,
Male baker grazier in Northamptonshire,77100,en,1105.0,,,,
Male farmer of acres employing labourer in Montgomeryshire,61110,en,764.0,,,,
Male farmer acres employing men boys in Dorset,61110,en,764.0,,,,
Female boy farmer of acres employg men in Suffolk,61110,en,764.0,,,,
Male farmer of ac emp labourer in Devon,61110,en,764.0,,,,
Male apprentice solicitor in Essex,32090,en,,,,,
Female maltster wife in Northumberland,99999,en,1918.0,,,,
Male tutor in Monmouthshire,13300,en,308.0,,,,
Female income from land houses interest of money in Durham,99999,en,1918.0,,,,
Male articled clerk solicitors in Cheshire,39100,en,585.0,,,,
Male clerk of curtons house agent in London,32010,en,,,,,
Female retired wine dealer in Lancashire,45190,en,653.0,,,,
Male engineer biscuit factory driver in Glamorganshire,98310,en,,,,,
Female stationer employing men and women wife in London (Parts Of Middlesex,55990,en,,,,,
Male labourer at paper miller in Dorset,79990,en,1238.0,,,,
Male apprentice quarryman in Denbighshire,95210,en,1737.0,,,,
Male master basket maker employing men boys in Middlesex (Extra London),82390,en,,,,,
Male labourer in Suffolk,96210,en,,,,,
Male rector of parish in Gloucestershire,14110,en,,,,,
Male labourer in Norfolk,96210,en,,,,,
Male son in Warwickshire,99999,en,1918.0,,,,
Female grocer hosiery framework knitter daughter in Nottinghamshire,45120,en,648.0,,,,
Male strippen in London,99999,en,1918.0,,,,
Female laboruer on farm in Sussex,62110,en,777.0,,,,
Female wid in Cumberland,99999,en,1918.0,,,,
Male pensioner cotton weaver in Lancashire,99800,en,,,,,
Male iron driller loco rly engines in Cheshire,84190,en,1378.0,,,,
Male pensioner musician in Somerset,99800,en,,,,,
Male apprentice wood engravers in London (Parts Of Middlesex,99600,en,,,,,
Male rag engineer in paper miller in Kent (Extra London),78100,en,1173.0,,,,
Male dentist in Derbyshire,6120,en,191.0,,,,
Female by daughter in Warwickshire,99999,en,1918.0,,,,
Female butler wife in Lancashire,54020,en,685.0,,,,
Female lampfactory in London,89990,en,1590.0,,,,
Female smallware maker ap in Lancashire,79990,en,1238.0,,,,
Male iron foundry labourer general in Lancashire,73200,en,945.0,,,,
Male street showman in London,17390,en,390.0,,,,
Female berlin wool dealer in Durham,45190,en,653.0,,,,
Male master joiner employing in Durham,81220,en,1273.0,,,,
Male iron founder millwright in Yorkshire West Riding,83110,en,1306.0,,,,
Female chainman in Durham,99999,en,1918.0,,,,
Male mangler son in Yorkshire West Riding,99999,en,1918.0,,,,
Male gardiner domestic in Nottinghamshire,62200,en,779.0,,,,
Male silk weaver dresser in Lancashire,75100,en,1009.0,,,,
Female plain sewer in Rutland,79300,en,1205.0,,,,
Male caretaker to engineer in London,58190,en,,,,,
Male retired housekeeper in Westmorland,54010,en,684.0,,,,
Male shepherd in Hampshire,62120,en,778.0,,,,
Male music teacher advertising agent in Lancashire,13100,en,283.0,,,,
Male retired bricklayer in Gloucestershire,99800,en,,,,,
Male seaman mcht svce in Norfolk,98110,en,,,,,
Male roller in Derbyshire,99999,en,1918.0,,,,
Male veterinary surgeon mr cuvs in Kent (Extra London),6200,en,195.0,,,,
Female twiners c piecer in Lancashire,75300,en,1026.0,,,,
Female baker wife in Pembrokeshire,55990,en,,,,,
Male lower loom weaver cotton in Lancashire,75120,en,1011.0,,,,
Male brewer and publican in Northumberland,77310,en,1118.0,,,,
Male turncock in Lancashire,87190,en,1483.0,,,,
Male commission boatman coast guard in Dorset,98320,en,1884.0,,,,
Female instructeress in Brecknockshire,13110,en,,,,,
Male gunsmith maker patent fuels maker employing in London,84190,en,1378.0,,,,
Male dredger fisherman in Essex,64100,en,839.0,,,,
Female hotel in Lancashire,53190,en,675.0,,,,
Male manager tinplate works in Glamorganshire,20100,en,451.0,,,,
Male messenger city of london school in London,97110,en,,,,,
Female agricultural labourer widow in Worcestershire,62110,en,777.0,,,,
Female vitriot in Yorkshire West Riding,99999,en,1918.0,,,,
Female baker wife in Bedfordshire,55990,en,,,,,
Female sholar in Glamorganshire,99999,en,1918.0,,,,
Male commercial traveller in Warwickshire,43190,en,,,,,
Male income from land in Cumberland,21020,en,,,,,
